instant_day,dteday,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day,instant_hour,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,is_peak_hour,price,net_change
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2355,2,0,4,0,0,3,1,2,0.4,0.4091,1.0,0.2985,3,12,15,0,15.859595831991408,
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2356,2,0,4,1,0,3,1,2,0.4,0.4091,1.0,0.2985,0,1,1,0,6.808376246055354,-14.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2357,2,0,4,2,0,3,1,3,0.4,0.4091,1.0,0.2985,0,2,2,0,18.536799609287627,1.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2358,2,0,4,3,0,3,1,3,0.4,0.4091,0.94,0.3284,0,2,2,0,5.996657665336623,0.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2359,2,0,4,4,0,3,1,3,0.4,0.4091,0.94,0.3284,1,2,3,0,13.009512088216457,1.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2360,2,0,4,5,0,3,1,3,0.38,0.3939,0.94,0.2537,1,4,5,0,7.132056856901865,2.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2361,2,0,4,6,0,3,1,3,0.38,0.3939,0.94,0.2239,1,33,34,0,5.175599160963561,29.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2362,2,0,4,7,0,3,1,3,0.36,0.3485,1.0,0.2239,3,67,70,0,11.330513901914586,36.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2363,2,0,4,8,0,3,1,3,0.38,0.3939,0.94,0.194,6,158,164,0,9.425610614812344,94.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2364,2,0,4,9,0,3,1,2,0.38,0.3939,0.94,0.2239,2,63,65,0,12.290007406964046,-99.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2365,2,0,4,10,0,3,1,2,0.4,0.4091,0.87,0.194,4,42,46,0,13.657998301018262,-19.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2366,2,0,4,11,0,3,1,2,0.42,0.4242,0.82,0.194,4,57,61,0,5.65608608463421,15.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2367,2,0,4,12,0,3,1,3,0.42,0.4242,0.82,0.2537,12,83,95,0,6.845049426856185,34.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2368,2,0,4,13,0,3,1,2,0.44,0.4394,0.77,0.194,6,55,61,0,13.37963594675638,-34.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2369,2,0,4,14,0,3,1,2,0.42,0.4242,0.77,0.2537,24,82,106,0,10.147510297589873,45.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2370,2,0,4,15,0,3,1,2,0.44,0.4394,0.72,0.2836,12,69,81,0,15.93760231324172,-25.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2371,2,0,4,16,0,3,1,1,0.46,0.4545,0.67,0.2836,23,119,142,1,14.784374728879095,61.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2372,2,0,4,17,0,3,1,1,0.46,0.4545,0.67,0.2985,25,284,309,1,17.684065444848603,167.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2373,2,0,4,18,0,3,1,1,0.44,0.4394,0.62,0.3881,28,293,321,1,15.38739240003838,12.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2374,2,0,4,19,0,3,1,1,0.44,0.4394,0.62,0.2537,15,160,175,0,11.448966160852223,-146.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2375,2,0,4,20,0,3,1,1,0.44,0.4394,0.62,0.2537,7,119,126,0,15.094499335916487,-49.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2376,2,0,4,21,0,3,1,1,0.42,0.4242,0.67,0.1642,17,100,117,0,9.130717613831278,-9.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2377,2,0,4,22,0,3,1,1,0.42,0.4242,0.67,0.194,10,89,99,0,9.59470248167319,-18.0
103,2011-04-13,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209,1953,2162,2378,2,0,4,23,0,3,1,1,0.4,0.4091,0.71,0.1343,5,57,62,0,16.8347773988119,-37.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2379,2,0,4,0,0,4,1,1,0.38,0.3939,0.76,0.1343,3,18,21,0,11.696292746023733,
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2380,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,1,9,10,0,16.975705107775287,-11.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2381,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,0,3,3,0,17.336335605024175,-7.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2382,2,0,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,0,2,2,0,17.863435064919255,-1.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2383,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0.0,1,8,9,0,18.74952853761811,7.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2384,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,2,12,14,0,11.464778307699444,5.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2385,2,0,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,4,66,70,0,9.783002274817083,56.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2386,2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0.0,11,182,193,0,13.732981198911707,123.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2387,2,0,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,21,316,337,0,10.567586351564414,144.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2388,2,0,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,18,152,170,0,14.016112502003494,-167.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2389,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,21,68,89,0,15.58378793965737,-81.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2390,2,0,4,11,0,4,1,1,0.52,0.5,0.45,0.1642,28,87,115,0,15.326075277382053,26.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2391,2,0,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343,35,110,145,0,10.61829330530182,30.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2392,2,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,38,121,159,0,7.5029030254812925,14.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2393,2,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,36,101,137,0,11.457940076933113,-22.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2394,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,57,85,142,0,7.138912161228631,5.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2395,2,0,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045,49,153,202,1,18.351455527757125,60.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2396,2,0,4,17,0,4,1,1,0.6,0.6061,0.28,0.0,50,338,388,1,10.188161911067862,186.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2397,2,0,4,18,0,4,1,1,0.56,0.5303,0.3,0.0,47,290,337,1,7.316896208349856,-51.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2398,2,0,4,19,0,4,1,1,0.54,0.5152,0.32,0.0,37,222,259,0,5.3817163985862635,-78.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2399,2,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,22,147,169,0,14.687335794297264,-90.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2400,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,19,126,145,0,14.55353476182115,-24.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2401,2,0,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045,22,82,104,0,10.109062498719375,-41.0
104,2011-04-14,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529,2738,3267,2402,2,0,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045,7,40,47,0,6.075678332714765,-57.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2403,2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0.0,6,21,27,0,11.144433423428481,
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2404,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0.0,6,9,15,0,9.668262425950903,-12.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2405,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0.0,8,10,18,0,15.156809596025141,3.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2406,2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0.0,0,3,3,0,14.086688741790356,-15.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2407,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,0,3,3,0,10.4689059229631,0.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2408,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,2,11,13,0,8.268388313824852,10.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2409,2,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,5,42,47,0,19.82053949233388,34.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2410,2,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,10,139,149,0,11.810024317941723,102.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2411,2,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,21,279,300,0,15.324113536703555,151.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2412,2,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,16,162,178,0,7.108294513675411,-122.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2413,2,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,31,91,122,0,12.283845494890967,-56.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2414,2,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194,41,95,136,0,5.413050798041982,14.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2415,2,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,45,155,200,0,12.581826768656748,64.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2416,2,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,47,133,180,0,19.460261106765536,-20.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2417,2,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,57,106,163,0,10.763100694787003,-17.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2418,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,50,112,162,0,5.584940188623674,-1.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2419,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.194,70,173,243,1,5.464336863790153,81.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2420,2,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,64,267,331,1,10.819801399203042,88.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2421,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,47,216,263,1,7.400374046947911,-68.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2422,2,0,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,41,168,209,0,5.350281444922789,-54.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2423,2,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,26,92,118,0,16.34320420925265,-91.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2424,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,25,77,102,0,11.87784513322836,-16.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2425,2,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,16,64,80,0,9.338671579589818,-22.0
105,2011-04-15,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,642,2484,3126,2426,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,8,56,64,0,18.50124774524721,-16.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2427,2,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,7,36,43,0,6.742084403007884,
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2428,2,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,5,28,33,0,19.338782434329786,-10.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2429,2,0,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,5,19,24,0,9.709500760660292,-9.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2430,2,0,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,5,9,14,0,18.32605508463022,-10.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2431,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,1,4,5,0,14.044143147191923,-9.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2432,2,0,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,1,3,4,0,17.40061039612231,-1.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2433,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,1,9,10,0,19.760197448156966,6.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2434,2,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,3,18,21,0,9.326081567281186,11.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2435,2,0,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,7,38,45,0,19.417032281113894,24.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2436,2,0,4,9,0,6,0,3,0.4,0.4091,1.0,0.2985,2,27,29,0,10.842228423536305,-16.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2437,2,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,1,21,22,0,10.782678571053834,-7.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2438,2,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,4,27,31,0,10.105806563817586,9.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2439,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.194,6,26,32,0,13.121114110213778,1.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2440,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.194,9,49,58,0,7.312175647677306,26.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2441,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.194,14,49,63,0,13.305672280370167,5.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2442,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.194,16,62,78,0,13.12557218615006,15.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2443,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,6,27,33,1,16.42852718907305,-45.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2444,2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.194,1,14,15,1,17.504749429063782,-18.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2445,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,6,32,38,1,11.60662025468636,23.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2446,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,9,62,71,0,9.534998740272407,33.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2447,2,0,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,4,49,53,0,8.890023459756417,-18.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2448,2,0,4,21,0,6,0,2,0.44,0.4394,0.94,0.0,1,13,14,0,7.919357550573079,-39.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2449,2,0,4,22,0,6,0,3,0.42,0.4242,1.0,0.0,2,22,24,0,5.864713732985373,10.0
106,2011-04-16,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121,674,795,2450,2,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,5,30,35,0,10.1367196825207,11.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2451,2,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,4,29,33,0,9.053715381961748,
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2452,2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,6,25,31,0,19.49626078799611,-2.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2453,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,4,25,29,0,13.365632393750658,-2.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2454,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,12,13,25,0,10.209155585457614,-4.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2455,2,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,2,5,7,0,13.70701401490544,-18.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2456,2,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,2,1,3,0,7.087950520185433,-4.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2457,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,3,5,8,0,11.660656238033043,5.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2458,2,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,2,14,16,0,14.393514821315957,8.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2459,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,7,36,43,0,12.33346747688677,27.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2460,2,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,31,71,102,0,11.026682009814865,59.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2461,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,91,120,211,0,19.907725833495473,109.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2462,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,17,185,304,0,18.204721432233907,93.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2463,2,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,17,187,354,0,14.351089372391602,50.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2464,2,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,17,162,343,0,13.540660417734241,-11.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2465,2,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,17,191,361,0,14.30990719736876,18.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2466,2,0,4,15,0,0,0,1,0.54,0.5152,0.32,0.194,17,209,388,0,8.019681617336499,27.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2467,2,0,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,17,182,343,1,10.92706614896478,-45.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2468,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,17,163,306,1,5.59189299336349,-37.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2469,2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,102,175,277,1,12.1331905623024,-29.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2470,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,75,135,210,0,13.145368759364947,-67.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2471,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,44,97,141,0,8.416246041548144,-69.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2472,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,13,70,83,0,19.460432707482706,-58.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2473,2,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,21,49,70,0,18.64181916405863,-13.0
107,2011-04-17,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558,2186,3744,2474,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,19,37,56,0,15.832148531838588,-14.0
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,2475,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,15,24,39,0,13.000799431480438,
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,2476,2,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,11,8,19,0,18.049537394715273,-20.0
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,2477,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,14,2,16,0,6.959785157351944,-3.0
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,2478,2,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,6,1,7,0,16.857646914123276,-9.0
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,2479,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,2,4,6,0,6.8723122095027245,-1.0
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,2480,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,0,16,16,0,16.91315993824108,10.0
108,2011-04-18,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.163567,669,2760,3429,2481,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0.0,3,51,54,0,9.136513523770354,38.0
